;COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;PLAZAS;FECHA DE INSCRIPCION
PAMPLONA;;;;;;;;;;
;UHS00440;Zalain;Hostal;HsG;Zalain Auzoa 19 2º;BERA;BERA/VERA DE BIDASOA                                                                                ;Pirineos;18;31/10/1974 0:00:00
UZTÁRROZ;;;;;;;;;;
;UATR0142;Allurkos I y II;Apartamento Turístico Rural;Primera/3 Llaves;Barrio Zabaleta 62;UZTÁRROZ;UZTÁRROZ <> UZTARROZE                                                                               ;Pirineos;4;20/07/2009 0:00:00
;ucr00328;Choromilo;Casa rural vivienda;CRV 2 Estrellas;Espandoya 25;UZTÁRROZ;UZTÁRROZ <> UZTARROZE                                                                               ;Pirineos;6;26/06/1996 0:00:00
;UATR00086;El Mirador de mi Abuela;Apartamento Turístico Rural;Primera/3 Llaves;Irigoyen 63;UZTÁRROZ;UZTÁRROZ <> UZTARROZE                                                                               ;Pirineos;4;04/09/2007 0:00:00
;ucr00543;Kabila I;Casa rural vivienda;CRV 2 Estrellas;Zabalea 0 S/N;UZTÁRROZ;UZTÁRROZ <> UZTARROZE                                                                               ;Pirineos;4;16/01/2002 0:00:00
;UATR0173(BIS);Pedroixko Etxea;Apartamento Turístico Rural;Segunda/2 Llaves;Ezpandoia 17;UZTÁRROZ;UZTÁRROZ <> UZTARROZE                                                                               ;Pirineos;5;15/06/2010 0:00:00
UNDIANO;;;;;;;;;;
;UAT01014;Altikarra I;Apartamento Turístico;Segunda/2 Llaves;Cañada de Santa Águeda 10 1º;UNDIANO;CIZUR                                                                                               ;Cuenca de Pamplona;10;14/01/2020 0:00:00
;UAT00998;Altikarra II;Apartamento Turístico;Tercera/1 Llave;Cañada Santa Águeda 10 Bajo;UNDIANO;CIZUR                                                                                               ;Cuenca de Pamplona;4;13/01/2020 0:00:00
;UAT01015;Rincón de Altikarra;Apartamento Turístico;Segunda/2 Llaves;Cañada de Santa Águeda 10 bajo;UNDIANO;CIZUR                                                                                               ;Cuenca de Pamplona;2;14/01/2020 0:00:00
ERRATZU;;;;;;;;;;
;UCR00906;Altzaerreka;Casa rural vivienda;CRV 2 Estrellas;Erratzu-Izpegi, km 3 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;8;11/11/2009 0:00:00
;UCR00829;Ballenea;Casa rural vivienda;CRV 4 Estrellas;de Francia 24;ERRATZU;BAZTAN                                                                                              ;Pirineos;16;10/12/2007 0:00:00
;UCR01070;Barazabal;Casa rural vivienda;CRV 1 Estrella;Barazabal Etxea 14, Gorostapol 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;4;02/10/2015 0:00:00
;uct00018;Baztán;Camping;4 estrellas;Crta. Francia 0 S/N;ERRATZU;BAZTAN                                                                                              ;Pirineos;500;26/07/1995 0:00:00
;UCR00975;Bentta;Casa rural vivienda;CRV 2 Estrellas;Gorostapalo 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;8;27/10/2011 0:00:00
;UCR00899;Bergatxenea;Casa rural vivienda;CRV 2 Estrellas;Casa Bergatxenea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;16;22/05/2009 0:00:00
;UCR01033;Eguzki;Casa rural vivienda;CRV 3 Estrellas;Azkarate 38 Bajo 1;ERRATZU;BAZTAN                                                                                              ;Pirineos;8;07/04/2014 0:00:00
;UCR00833;Erronea;Casa rural vivienda;CRV 2 Estrellas;Erronea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;16;21/12/2007 0:00:00
;ucr00062;Etxebeltzea;Casa rural habitaciones;CRH 4 Estrellas;Francia 0 S/N;ERRATZU;BAZTAN                                                                                              ;Pirineos;10;06/11/1990 0:00:00
;UCR01000;Garaikoetxea I;Casa rural vivienda;CRV 2 Estrellas;Francia 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;6;13/09/2012 0:00:00
;UCR01001;Garaikoetxea II;Casa rural vivienda;CRV 2 Estrellas;Carretera Francia 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;6;13/09/2012 0:00:00
;UCR00619;Indako Borda;Casa rural vivienda;CRV 3 Estrellas;Casa Indako Borda 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;16;09/10/2003 0:00:00
;ucr00532;Indakoetxea II;Casa rural vivienda;CRV 1 Estrella;Casa Indakoetxea II 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;4;19/09/2001 0:00:00
;UCR00945;Indatxipia;Casa rural vivienda;CRV 1 Estrella;Aduana 3;ERRATZU;BAZTAN                                                                                              ;Pirineos;12;05/10/2010 0:00:00
;ucr00622;Istikot;Casa rural vivienda;CRV 1 Estrella;Padre Barace, 1, 3ª B 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;9;26/11/2003 0:00:00
;ucr00542;Juanillo;Casa rural vivienda;CRV 2 Estrellas;Aranea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;16;26/12/2001 0:00:00
;UAT00103;Kastonea I;Apartamento Turístico Rural;Segunda/2 Llaves;Kastonea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;8;28/04/2008 0:00:00
;UAT00103(BIS);Kastonea II;Apartamento Turístico Rural;Segunda/2 Llaves;Kastonea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;8;28/04/2008 0:00:00
;UCR00167;Kordoa;Casa rural habitaciones;CRH 3 Estrellas;Casa rural Kordoa 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;12;15/07/1992 0:00:00
;ucr00280;Martikotenea I;Casa rural vivienda;CRV 1 Estrella;Casa Martikotenea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;4;10/05/1995 0:00:00
;ucr00281;Martikotenea II;Casa rural vivienda;CRV 1 Estrella;Casa Martikotenea 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;4;10/05/1995 0:00:00
;UCR00986;Oiaraberri;Casa rural vivienda;CRV 2 Estrellas;Azkarate 0;ERRATZU;BAZTAN                                                                                              ;Pirineos;6;07/03/2012 0:00:00
UNANU;;;;;;;;;;
;UAT00112;Ama Dablam;Apartamento Turístico;Segunda/2 Llaves;San Pedro 11;UNANU;ERGOIENA                                                                                            ;Pirineos;6;01/12/2009 0:00:00
;UHSR0944;Edronekoa;Hostal;HsRural;Beriainbidea 2;UNANU;ERGOIENA                                                                                            ;Pirineos;10;15/04/2019 0:00:00
URDAZUBI/URDAX;;;;;;;;;;
;ucr00699;Amaitanea;Casa rural vivienda;CRV 2 Estrellas;Barrio Landibar 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;6;30/05/2005 0:00:00
;UATR1037;Armua 1;Apartamento Turístico Rural;Segunda/2 Llaves;Alkerdi 14 Casa Armua;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;10/06/2020 0:00:00
;UATR01038;Armua 2;Apartamento Turístico Rural;Segunda/2 Llaves;Alkerdi 14 Casa Armua;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;10/06/2020 0:00:00
;UATR1039;Armua 3;Apartamento Turístico Rural;Segunda/2 Llaves;Alkerdi 14 Casa Armua;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;2;10/06/2020 0:00:00
;UATR1040;Armua 4;Apartamento Turístico Rural;Segunda/2 Llaves;Alkerdi 14 Casa Armua;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;2;10/06/2020 0:00:00
;UATR1041;Armua 5;Apartamento Turístico Rural;Segunda/2 Llaves;Alkerdi 14 Casa Armua;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;2;10/06/2020 0:00:00
;ucr00152;Aterbea I;Casa rural vivienda;CRV 2 Estrellas;Irribere 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;03/07/1992 0:00:00
;ucr00192;Aterbea II;Casa rural vivienda;CRV 2 Estrellas;Irribere 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;6;10/08/1993 0:00:00
;UATR0052;Bordak I,II y III;Apartamento Turístico Rural;Segunda/2 Llaves;Domisteneko Borda 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;12;18/03/2005 0:00:00
;UATR0517;Casa Maskonekoborda Etxea;Apartamento Turístico Rural;Segunda/2 Llaves;Leorlas Auzoa 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;5;20/10/2016 0:00:00
;ucr00480;Dutaria;Casa rural habitaciones;CRH 3 Estrellas;Casa Dutaria 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;10;24/05/2000 0:00:00
;UATR1054;Gaztanbidea Berduntegi;Apartamento Turístico Rural;Segunda/2 Llaves;Landibar 0 - GAZTANBIDE 1º;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;6;01/07/2020 0:00:00
;UATR1055;Gaztanbidea Ugarana;Apartamento Turístico Rural;Segunda/2 Llaves;Landibar Casa Gaztambidea 0 2º Izda;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;2;01/07/2020 0:00:00
;UATR1056;Gaztanbidea Xaguxar;Apartamento Turístico Rural;Segunda/2 Llaves;Landibar Casa Gaztanbidea 0 2º Dcha;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;2;01/07/2020 0:00:00
;UATR0066;Gure Kaiola I, II, III, IV y V;Apartamento Turístico;Tercera/1 Llave;Dantxaria 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;10;06/07/2006 0:00:00
;UATR0043;Ikaburua I,II y III;Apartamento Turístico Rural;Primera/3 Llaves;Leorlas-Casa Ikaburua 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;8;17/12/2004 0:00:00
;UATR0212;Ikaburua IV;Apartamento Turístico Rural;Primera/3 Llaves;Leorlas-Casa Ikaburua 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;27/06/2011 0:00:00
;UATR0042;Indiano Baita I,II,III;Apartamento Turístico Rural;Segunda/2 Llaves;San Salvador 9;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;12;15/11/2004 0:00:00
;UHSR0664;Irigoienea;Hostal;HsRural;Iribere 0 s/n;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;20;26/06/1996 0:00:00
;UCR00419;Matxingonea;Casa rural vivienda;CRV 1 Estrella;Leorlas 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;07/10/1998 0:00:00
;UCR00420;Matxingonea II;Casa rural vivienda;CRV 1 Estrella;Leorlas 0;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;2;07/10/1998 0:00:00
;ucr00083;Monasterio I;Casa rural vivienda;CRV 1 Estrella;Salvatore 5;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;03/07/1992 0:00:00
;ucr00255;Monasterio II;Casa rural vivienda;CRV 1 Estrella;Salvatore 5;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;03/07/1992 0:00:00
;UATR0931;Urdax;Apartamento Turístico Rural;Segunda/2 Llaves;Juan Aguirre 7 1º A;URDAZUBI/URDAX;URDAZUBI/URDAX                                                                                      ;Pirineos;4;13/06/2019 0:00:00
LEITZA;;;;;;;;;;
;UCR01094;Amaiur;Casa rural vivienda;CRV 3 Estrellas;Erreka 0;LEITZA;LEITZA                                                                                              ;Pirineos;6;07/12/2016 0:00:00
;ucr00684;Aritzeta;Casa rural vivienda;CRV 3 Estrellas;Sakulu-Casa Aritzeta 0;LEITZA;LEITZA                                                                                              ;Pirineos;12;08/04/2005 0:00:00
;ucr00483;Aztieta;Casa rural vivienda;CRV 2 Estrellas;Elbarren, 34, 2ºA 0;LEITZA;LEITZA                                                                                              ;Pirineos;10;05/07/2000 0:00:00
;UATR0210;Casa Arritxenea;Apartamento Turístico Rural;Segunda/2 Llaves;Elbarren 16 3º;LEITZA;LEITZA                                                                                              ;Pirineos;5;08/06/2011 0:00:00
;UCR01134;Caserío Arriaran;Casa rural vivienda;CRV 2 Estrellas;Gorriztaran  23;LEITZA;LEITZA                                                                                              ;Pirineos;0;20/11/2018 0:00:00
